pid,location,run_type,error_block,scenario,date,time,task,trial,delay,error_task,btn_input,radio_prompt,nav_prompt,cal_prompt,nb_num,nb_correct,notes
Nick,sea,Practice,Low,1,2014-06-13,14:47:13:182,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0}",2,
Nick,sea,Practice,Low,1,2014-06-13,14:47:16:183,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6}",2,
Nick,sea,Practice,Low,1,2014-06-13,14:47:17:872,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6}",3,
Nick,sea,Practice,Low,1,2014-06-13,14:47:19:190,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1}",3,
Nick,sea,Practice,Low,1,2014-06-13,14:47:20:833,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6 1}",4,
Nick,sea,Practice,Low,1,2014-06-13,14:47:22:193,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2}",4,
Nick,sea,Practice,Low,1,2014-06-13,14:47:23:901,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6 1 2}",5,
Nick,sea,Practice,Low,1,2014-06-13,14:47:25:193,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9}",5,
Nick,sea,Practice,Low,1,2014-06-13,14:47:26:931,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6 1 2 9}",6,
Nick,sea,Practice,Low,1,2014-06-13,14:47:28:195,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0}",6,
Nick,sea,Practice,Low,1,2014-06-13,14:47:29:705,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0}",7,
Nick,sea,Practice,Low,1,2014-06-13,14:47:31:200,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1}",7,
Nick,sea,Practice,Low,1,2014-06-13,14:47:32:884,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:34:202,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:37:203,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:40:203,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:43:209,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:46:210,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:49:212,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:52:213,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6 5}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:55:214,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6 5 9}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:47:58:214,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6 5 9 4}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:48:01:214,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6 5 9 4 9}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:48:04:214,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 1 5 0 6 1 2 9 0 1 2 9 8 9 8 6 5 9 4 9 0}",8,
Nick,sea,Practice,Low,1,2014-06-13,14:54:35:639,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
Nick,sea,Practice,Low,1,2014-06-13,14:54:36:691,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
Nick,sea,Practice,Low,1,2014-06-13,14:54:44:498,radio,NA,short,low,next_task,"ESPN Xtreme",NA,NA,NA,0,
Nick,sea,Practice,Low,1,2014-06-13,14:54:49:742,radio,NA,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
Nick,sea,Practice,Low,1,2014-06-13,15:51:04:817,radio,27,long,high,start,"News Talk",NA,NA,NA,0,
Nick,sea,Practice,Low,1,2014-06-13,15:51:05:873,radio,27,long,high,next_task,"News Talk",NA,NA,NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:51:50:451,calendar,1,short,high,start,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:51:51:494,calendar,1,short,high,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:52:18:421,radio,27,long,high,start,"News Talk",NA,NA,NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:52:19:460,radio,27,long,high,next_task,"News Talk",NA,NA,NA,0,
nick2,sea,Practice,Low,1,2014-06-13,15:52:47:888,calendar,1,short,high,start,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick2,sea,Practice,Low,1,2014-06-13,15:52:48:930,calendar,1,short,high,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:54:54:362,calendar,1,short,high,start,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:54:55:411,calendar,1,short,high,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick2,sea,Practice,Low,1,2014-06-13,15:55:50:220,calendar,1,short,high,start,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick2,sea,Practice,Low,1,2014-06-13,15:55:51:297,calendar,1,short,high,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:56:03:414,calendar,1,short,high,start,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
nick1,sea,Practice,Low,1,2014-06-13,15:56:04:468,calendar,1,short,high,next_task,NA,NA,"Sophia Walgreen Wednesday 8:00 AM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:57:17:605,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:59:06:881,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:59:07:978,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:59:18:968,radio,NA,short,low,command_correct,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:59:30:391,radio,NA,short,low,confirm_correct,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,12:59:30:567,radio,NA,short,low,next_task,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:00:04:926,radio,NA,short,low,command_repeat,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:00:27:337,radio,NA,short,low,command_repeat,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:00:38:960,radio,NA,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:00:51:229,radio,NA,short,low,confirm_correct,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:01:24:968,radio,NA,short,low,next_task,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:01:37:029,radio,NA,short,low,command_incorrect,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:01:43:637,radio,NA,short,low,command_correct,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:01:51:095,radio,NA,short,low,confirm_incorrect,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:02:28:569,calendar,1,short,low,start,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:02:29:618,calendar,1,short,low,next_task,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:02:39:311,calendar,1,short,low,command_incorrect,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:02:53:038,calendar,1,short,low,command_incorrect,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:03:06:561,calendar,1,short,low,command_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:03:14:471,calendar,1,short,low,confirm_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:03:14:688,calendar,1,short,low,next_task,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:03:49:260,calendar,1,short,low,command_incorrect,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:03:014,calendar,1,short,low,command_repeat,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:18:099,calendar,1,short,low,command_correct,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:31:130,nav,1,short,low,next_task,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:30:089,nav,1,short,low,start,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:46:645,nav,1,short,low,command_correct,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:55:085,nav,1,short,low,confirm_correct,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:04:55:125,nav,1,short,low,next_task,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:05:13:474,nav,1,short,low,command_incorrect,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:05:28:547,nav,1,short,low,command_incorrect,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:05:45:610,nav,1,short,low,command_correct,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:05:54:875,n-back,NA,NA,NA,start,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:05:55:951,n-back,NA,NA,NA,next_task,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:08:462,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5}",0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:11:462,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8}",0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:14:230,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8}",1,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:14:463,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3}",1,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:16:456,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3}",2,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:17:464,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6}",2,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:19:535,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6}",3,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:20:466,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0}",3,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:23:467,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9}",3,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:25:199,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9}",4,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:26:487,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0}",4,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:29:485,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5}",5,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:28:450,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0}",5,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:32:486,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9}",5,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:34:444,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9}",6,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:35:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2}",6,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:37:095,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2}",7,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:38:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6}",7,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:42:904,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8}",8,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:44:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0}",8,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:41:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8}",7,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:46:270,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0}",9,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:47:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7}",9,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:50:415,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7}",10,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:50:488,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9}",10,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:53:489,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5}",10,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:53:630,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5}",11,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:55:602,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5}",12,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:56:489,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7}",12,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:58:059,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7}",13,
woz_practice,sea,Practice,Low,1,2014-06-16,13:06:59:494,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7 8}",13,
woz_practice,sea,Practice,Low,1,2014-06-16,13:07:02:501,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7 8 3}",13,
woz_practice,sea,Practice,Low,1,2014-06-16,13:07:04:071,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7 8 3}",14,
woz_practice,sea,Practice,Low,1,2014-06-16,13:07:05:501,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7 8 3 2}",14,
woz_practice,sea,Practice,Low,1,2014-06-16,13:07:08:502,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 5 8 3 6 0 9 0 5 9 2 6 8 0 7 9 5 7 8 3 2 7}",14,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:14:39:748,nav,1,long,high,start,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:14:40:794,nav,1,long,high,next_task,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:15:03:268,nav,1,long,high,command_correct,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:15:42:756,nav,1,long,high,confirm_correct,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:15:43:258,nav,1,long,high,catch_sys_error,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:15:58:057,nav,1,long,high,command_correct,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:16:15:882,nav,1,long,high,confirm_correct,NA,"5194 Wallingford Ave",NA,NA,0,
[Practice]_woz_s1_p1,sea,"Main Experiment",High,1,2014-06-16,13:16:15:946,nav,2,long,high,next_task,NA,"2375 Pacific Street",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:26:14:105,radio,NA,short,low,start,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:26:15:159,radio,NA,short,low,next_task,"Classic Rock",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:29:59:648,radio,1,short,low,start,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:00:728,radio,1,short,low,next_task,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:16:346,radio,1,short,low,command_repeat,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:21:484,radio,1,short,low,command_incorrect,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:27:629,radio,1,short,low,command_correct,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:36:322,radio,1,short,low,confirm_correct,"Country Hits",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:36:370,radio,1,short,low,next_task,"NPR News",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:42:929,radio,1,short,low,command_correct,"NPR News",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:51:808,radio,1,short,low,confirm_correct,"NPR News",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:30:51:847,radio,1,short,low,next_task,"Light Jazz",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:31:51:839,radio,1,short,low,command_repeat,"Light Jazz",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:31:59:064,radio,1,short,low,command_incorrect,"Light Jazz",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:14:146,radio,1,short,low,command_repeat,"Light Jazz",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:14:190,radio,1,short,low,next_task,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:14:648,radio,1,short,low,fail_command_repeat,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:20:529,radio,1,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:28:471,radio,1,short,low,confirm_incorrect,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:35:924,radio,1,short,low,command_correct,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:32:52:358,radio,1,short,low,confirm_repeat,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:00:311,radio,1,short,low,confirm_correct,"ESPN Xtreme",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:00:360,radio,1,short,low,next_task,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:05:613,radio,1,short,low,command_incorrect,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:19:480,radio,1,short,low,command_correct,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:31:037,radio,1,short,low,confirm_correct,"Radio Disney",NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:33:31:082,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:34:36:182,nav,1,short,low,next_task,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:34:52:034,nav,1,short,low,command_incorrect,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:35:06:936,nav,1,short,low,command_incorrect,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:35:30:276,nav,1,short,low,command_correct,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:35:38:969,nav,1,short,low,next_task,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:35:38:922,nav,1,short,low,confirm_correct,NA,"8915 Harvard Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:35:55:238,nav,1,short,low,command_correct,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:36:12:045,nav,1,short,low,confirm_repeat,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:36:30:406,nav,1,short,low,confirm_repeat,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:36:39:494,nav,1,short,low,next_task,NA,"5480 Spring St",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:36:39:345,nav,1,short,low,confirm_correct,NA,"6322 Madison Ave",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:37:00:448,nav,1,short,low,command_incorrect,NA,"5480 Spring St",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:37:17:238,nav,1,short,low,command_incorrect,NA,"5480 Spring St",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:37:34:890,nav,1,short,low,command_incorrect,NA,"5480 Spring St",NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:37:34:948,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:37:35:393,tdt,NA,NA,NA,fail_command_repeat,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:38:40:050,calendar,1,short,low,next_task,NA,NA,"Luke Starbucks Thursday 12:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:38:57:969,calendar,1,short,low,command_correct,NA,NA,"Luke Starbucks Thursday 12:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:05:843,calendar,1,short,low,confirm_correct,NA,NA,"Luke Starbucks Thursday 12:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:05:918,calendar,1,short,low,next_task,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:23:354,calendar,1,short,low,command_incorrect,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:36:476,calendar,1,short,low,command_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:45:073,calendar,1,short,low,confirm_correct,NA,NA,"Becky Wal-Mart Friday 6:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:45:132,calendar,1,short,low,next_task,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:39:57:928,calendar,1,short,low,command_correct,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:40:05:285,calendar,1,short,low,confirm_correct,NA,NA,"Rob The Meat House Wednesday 1:00 PM",NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:40:05:353,tdt,NA,NA,NA,next_task,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:41:10:431,n-back,NA,NA,NA,next_task,NA,NA,NA,NA,0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:41:24:995,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 4}",0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:41:27:993,n-back,NA,NA,NA,nb_num,NA,NA,NA,"{ 4 0}",0,
woz_practice,sea,Practice,Low,1,2014-06-16,13:41:29:718,n-back,NA,NA,NA,nb_correct,NA,NA,NA,"{ 4 0}",1,
